Roll No,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
3498,4,13,1,9,1,1,1,22,27,10,10,0,0,0,1,0,0,41,0,8,14,24,11,12.25,3,5,10,12,10,13.4,0,9.4,-0.8,-3.12,Graduate
8545,1,14,1,12,1,1,1,22,27,10,7,1,0,0,1,0,0,26,0,0,7,8,6,12,0,0,7,8,6,12,0,7.6,2.6,0.32,Enrolled
4586,1,12,1,4,1,12,1,22,27,10,10,0,0,0,1,0,0,44,0,0,6,10,1,12,0,0,6,6,0,0,0,11.1,0.6,2.02,Dropout
4648,5,4,1,9,1,15,1,22,27,10,10,0,0,0,1,0,0,23,0,10,15,15,13,10.92307692,0,5,10,10,7,11.14285714,0,15.5,2.8,-4.06,Graduate
1518,1,16,1,1,1,1,1,13,14,10,10,0,0,0,1,0,0,34,0,10,12,12,10,12,0,5,10,11,5,11,0,11.1,0.6,2.02,Dropout
9295,1,1,1,9,1,1,1,23,28,10,10,1,0,0,1,0,1,21,0,0,5,10,5,13.71428571,0,0,5,7,5,14.4,0,11.1,0.6,2.02,Graduate
1873,1,14,3,9,1,1,8,3,27,4,4,1,0,0,1,0,0,22,1,0,5,8,1,10,0,0,5,8,2,13,0,7.6,2.6,0.32,Dropout
9027,4,12,1,3,0,1,1,22,27,10,9,0,0,0,1,0,1,32,0,0,6,18,2,10.33333333,0,0,6,7,6,11.5,0,16.2,0.3,-0.92,Graduate
8412,1,8,2,13,1,1,14,1,1,8,8,1,0,0,1,0,0,20,1,0,7,8,7,12.72857143,0,0,8,8,8,14.625,0,15.5,2.8,-4.06,Graduate
6931,2,4,1,3,0,3,1,20,25,12,12,0,0,0,0,0,0,59,0,10,15,22,12,13.33333333,0,8,8,8,8,12.875,0,10.8,1.4,1.74,Dropout
1790,2,17,1,9,1,16,1,13,14,28,31,0,0,0,1,0,0,30,0,6,11,20,9,12.22222222,0,3,9,16,9,11.6,0,8.9,1.4,3.51,Enrolled
6630,1,1,4,11,1,1,1,23,26,10,10,1,0,0,1,0,1,18,0,0,6,7,6,11.33333333,0,0,6,9,6,10.83333333,0,9.4,-0.8,-3.12,Graduate
1038,2,12,1,17,0,1,1,22,27,10,7,0,0,1,1,1,0,25,0,0,5,8,4,11,0,0,5,7,4,12,0,7.6,2.6,0.32,Enrolled
7379,4,14,1,17,0,1,1,22,27,6,6,0,0,0,1,1,0,36,0,0,5,5,5,13.8,0,0,5,6,5,13.8,0,12.7,3.7,-1.7,Graduate
3811,1,4,1,13,1,17,1,23,14,10,10,0,0,0,1,1,0,36,0,0,7,16,1,12,0,0,7,13,0,0,1,11.1,0.6,2.02,Dropout
6528,1,8,6,14,1,1,1,23,14,1,2,0,0,0,0,1,0,19,0,0,6,9,4,11.25,0,0,6,11,3,10.16666667,0,10.8,1.4,1.74,Dropout
3710,1,12,1,17,0,1,1,1,27,5,7,0,0,0,1,1,0,25,0,0,5,6,4,10.5,0,0,5,6,5,12,0,9.4,-0.8,-3.12,Graduate
2474,1,12,1,4,1,12,1,22,27,10,8,0,0,0,1,1,0,35,0,17,18,20,18,11.55555556,0,11,13,13,13,11.61538462,0,15.5,2.8,-4.06,Graduate
8013,1,1,1,10,1,1,1,1,1,6,6,0,0,0,1,1,0,20,0,0,6,13,1,14,0,0,6,7,0,0,0,16.2,0.3,-0.92,Dropout
1966,1,12,1,4,1,1,1,22,27,10,8,1,0,0,0,1,0,35,0,0,6,17,1,13,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
5493,1,1,1,10,1,1,1,22,27,1,1,1,0,0,1,0,0,27,0,0,6,13,2,11,0,0,6,14,1,11,0,7.6,2.6,0.32,Dropout
8819,1,8,3,12,1,1,1,13,3,10,6,1,0,0,1,0,0,18,0,0,8,8,7,13.68142857,0,0,8,8,7,13.68142857,0,10.8,1.4,1.74,Enrolled
9613,1,14,1,12,1,1,1,23,14,10,11,0,0,0,1,0,0,23,0,0,7,11,6,12.1,0,0,7,7,6,12.61666667,0,16.2,0.3,-0.92,Enrolled
9052,1,8,2,3,0,1,1,13,1,6,11,1,0,0,1,0,0,19,0,0,6,8,4,10.5,0,0,6,8,4,11.25,0,10.8,1.4,1.74,Graduate
1270,1,8,2,12,1,1,1,22,27,8,8,1,0,0,1,0,1,18,0,0,7,10,5,11.94,0,0,7,8,6,12.8,0,11.1,0.6,2.02,Enrolled
2314,1,12,1,12,1,1,1,13,14,4,8,0,0,1,0,0,0,26,0,0,7,11,4,12.86,0,0,7,10,5,11.56666667,0,12.4,0.5,1.79,Dropout
3105,1,8,1,10,1,1,1,1,28,10,8,0,0,0,1,0,0,19,0,0,6,10,6,14.25,0,0,6,7,6,14,0,16.2,0.3,-0.92,Graduate
9475,1,1,5,12,1,1,1,23,14,8,8,1,0,0,0,0,0,19,0,0,7,0,0,0,0,0,8,0,0,0,0,12.7,3.7,-1.7,Dropout
8543,1,1,1,2,1,1,1,13,14,6,2,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout
1031,1,8,1,12,1,1,1,13,1,10,8,1,0,0,1,0,1,19,0,0,7,7,7,13.89428571,0,0,8,8,8,14.3625,0,11.1,0.6,2.02,Graduate
1552,1,8,1,12,1,1,1,22,27,10,9,1,0,0,1,0,1,19,0,0,7,8,7,13.46875,0,0,8,8,8,13.31375,0,15.5,2.8,-4.06,Graduate
5487,1,1,4,6,1,1,1,23,27,10,10,1,0,0,1,0,1,19,0,0,5,5,5,13.6,0,0,5,5,5,14.6,0,10.8,1.4,1.74,Graduate
4432,1,15,1,3,0,14,1,1,27,10,8,0,0,0,1,0,1,21,0,3,6,6,6,14.66666667,0,2,6,6,6,13.83333333,0,12.4,0.5,1.79,Graduate
3581,1,1,3,15,1,1,1,1,1,4,6,1,0,0,1,0,0,18,0,0,6,6,6,13.66666667,0,0,6,7,6,13,0,15.5,2.8,-4.06,Graduate
5275,2,14,1,11,1,3,1,23,27,10,4,1,0,0,1,0,0,33,0,9,12,22,10,13.3,0,9,11,11,11,13.72727273,0,9.4,-0.8,-3.12,Graduate
1791,1,4,1,3,0,3,1,13,27,6,4,0,0,0,1,0,0,32,0,7,11,13,11,13.45454545,0,5,11,13,7,12.42857143,0,12.7,3.7,-1.7,Graduate
2146,1,1,6,12,1,1,1,13,14,2,5,1,0,0,1,0,1,17,0,0,8,8,8,13.41625,0,0,8,8,8,13.41625,0,9.4,-0.8,-3.12,Graduate
4467,2,12,1,12,1,1,1,13,14,10,8,0,0,0,1,0,0,31,0,0,7,0,0,0,0,0,8,0,0,0,0,12.7,3.7,-1.7,Dropout
9332,2,12,1,3,0,1,1,13,14,10,8,0,0,0,1,0,1,32,0,0,6,6,6,11.33333333,0,0,6,8,5,13,0,15.5,2.8,-4.06,Graduate
9224,1,1,2,6,1,1,1,25,30,4,8,1,0,0,1,0,0,18,0,0,6,8,6,16,0,0,6,10,6,14.625,0,11.1,0.6,2.02,Dropout
3478,1,16,1,5,1,9,1,22,14,4,8,0,0,1,1,0,0,31,0,2,6,8,5,11,0,4,6,12,6,10.16666667,0,8.9,1.4,3.51,Enrolled
3774,1,1,1,11,1,1,1,1,1,10,11,0,0,0,1,1,0,20,0,0,6,8,6,12.85714286,0,0,6,9,5,12.4,0,8.9,1.4,3.51,Enrolled
7160,1,14,1,17,0,1,1,3,14,2,2,0,0,0,0,1,0,40,0,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,Dropout
7474,2,1,1,17,0,1,1,22,14,10,10,1,0,0,1,1,0,32,0,0,5,5,5,14.8,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
2478,1,4,1,7,1,3,1,13,14,2,2,0,0,0,0,1,0,40,0,1,5,7,1,13,0,2,5,5,2,14,0,12.7,3.7,-1.7,Dropout
5514,1,1,1,2,1,1,1,1,1,5,10,0,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Graduate
6360,1,14,1,17,0,1,1,22,27,10,10,0,0,1,0,1,0,28,0,4,9,14,4,10,0,1,6,6,1,10,0,12.7,3.7,-1.7,Dropout
3540,1,7,2,5,1,1,1,1,1,4,2,1,0,1,1,1,0,19,0,0,6,11,5,11.2,0,0,6,7,6,12,0,9.4,-0.8,-3.12,Graduate
8965,1,1,1,15,1,1,1,1,27,6,10,0,0,0,1,1,1,19,0,0,6,8,6,11.83333333,0,0,6,11,3,13,0,15.5,2.8,-4.06,Graduate
5495,1,1,6,9,1,1,1,23,27,8,8,0,1,0,1,1,0,21,0,0,5,0,0,0,0,0,5,0,0,0,0,10.8,1.4,1.74,Dropout
1106,1,8,4,9,1,1,1,13,1,1,5,1,0,0,1,1,0,22,0,0,5,8,2,10.5,0,0,5,10,0,0,0,7.6,2.6,0.32,Dropout
2650,1,8,3,7,1,1,1,3,1,4,4,1,0,0,0,1,0,18,0,0,5,8,5,12.5,0,0,5,7,5,13.57142857,0,12.4,0.5,1.79,Dropout
5481,1,12,1,2,1,1,1,10,3,6,3,1,0,0,1,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
6494,1,1,1,2,1,1,1,1,3,3,3,0,0,0,1,1,0,19,0,4,10,10,5,11,0,2,7,8,2,10,0,8.9,1.4,3.51,Enrolled
9393,2,14,1,17,0,1,1,22,27,10,10,1,0,0,1,1,0,30,0,6,10,14,9,12.33333333,0,7,10,12,8,12,0,9.4,-0.8,-3.12,Graduate
7747,1,12,1,8,1,14,1,1,3,5,2,0,0,0,1,1,0,28,0,0,6,9,0,0,0,0,6,8,1,10,1,16.2,0.3,-0.92,Dropout
5760,5,12,1,7,1,1,1,22,27,10,10,0,0,1,1,1,1,34,0,0,5,14,1,17,0,0,5,10,2,11,0,9.4,-0.8,-3.12,Enrolled
7457,1,8,1,9,1,1,1,1,1,5,5,0,0,0,1,1,0,21,0,0,5,5,5,11,0,0,5,11,3,11.42857143,0,10.8,1.4,1.74,Enrolled
3785,1,1,1,10,1,1,1,1,14,10,10,0,0,0,1,1,1,20,0,0,6,11,5,11.14285714,0,0,6,9,6,11.57142857,0,16.2,0.3,-0.92,Graduate
4856,1,14,1,11,1,1,1,10,14,10,10,0,0,0,0,1,0,31,0,3,8,19,5,12.16666667,0,3,7,12,5,12,0,7.6,2.6,0.32,Dropout
7413,1,8,1,7,1,1,1,1,1,10,10,0,0,1,0,1,0,21,0,0,5,9,2,11,0,0,5,8,2,11.5,2,7.6,2.6,0.32,Dropout
7018,1,12,2,14,1,12,1,19,24,1,1,1,0,0,0,1,0,27,0,0,5,8,1,11,0,0,5,6,3,10.66666667,1,7.6,2.6,0.32,Dropout
8947,1,1,6,15,1,1,1,23,28,10,10,1,0,0,1,1,0,19,0,0,6,10,4,13.25,0,0,6,13,5,11.8,0,7.6,2.6,0.32,Graduate
7334,1,8,4,15,1,1,1,3,1,3,8,1,0,0,1,1,0,21,0,0,6,7,0,0,0,0,6,11,1,10,0,10.8,1.4,1.74,Enrolled
5062,1,15,1,4,1,14,1,13,14,5,5,1,0,0,0,1,0,21,0,0,6,17,2,12.5,0,0,6,10,0,0,0,16.2,0.3,-0.92,Dropout
1804,1,14,1,14,1,1,1,19,24,13,13,0,0,0,0,1,0,35,0,6,10,10,7,12.14285714,0,4,9,9,4,12.25,0,7.6,2.6,0.32,Dropout
6219,1,12,1,6,1,1,1,22,26,12,8,0,0,0,1,1,0,28,0,0,5,8,3,12,0,0,5,10,3,11.33333333,0,7.6,2.6,0.32,Dropout
5644,1,8,1,14,1,1,1,1,1,5,4,0,0,0,1,1,0,24,0,0,6,6,4,11.25,0,0,6,9,4,10.42857143,0,10.8,1.4,1.74,Enrolled
1450,1,1,3,15,1,1,1,19,1,6,11,1,0,0,0,1,0,19,0,0,4,8,0,0,1,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
7366,1,8,1,14,1,1,1,1,1,5,9,0,0,1,0,1,0,20,0,0,6,7,5,12.4,0,0,6,8,4,13,0,13.9,-0.3,0.79,Enrolled
9247,1,1,1,5,1,1,1,3,14,5,5,1,0,0,1,1,1,20,0,0,6,6,6,12.83333333,0,0,6,8,6,12.66666667,2,16.2,0.3,-0.92,Graduate
9901,1,1,1,7,1,1,1,22,27,10,7,0,0,0,1,1,0,19,0,0,5,7,1,13,0,0,5,7,2,10,0,9.4,-0.8,-3.12,Enrolled
4203,1,12,1,6,1,1,1,25,1,6,7,0,0,1,0,1,0,37,0,5,7,7,5,12,0,3,7,7,3,11.66666667,0,8.9,1.4,3.51,Dropout
7311,1,1,1,11,1,1,1,22,28,10,9,1,0,0,1,1,0,19,0,0,6,13,2,12,0,0,6,12,1,13,0,7.6,2.6,0.32,Dropout
8942,1,12,1,12,1,1,1,22,27,10,9,0,0,0,1,1,0,36,0,0,7,18,0,0,0,0,7,7,0,0,0,13.9,-0.3,0.79,Dropout
4687,1,12,1,9,1,9,1,22,27,10,10,0,0,0,1,1,0,29,0,0,5,0,0,0,0,0,5,0,0,0,0,9.4,-0.8,-3.12,Dropout
4612,1,12,1,4,1,1,1,23,27,10,5,0,0,0,1,1,0,30,0,0,6,10,6,11.375,0,0,6,10,5,11.6,0,13.9,-0.3,0.79,Graduate
4568,1,16,1,14,1,12,1,2,1,4,11,0,0,1,1,1,0,32,0,1,6,15,2,12,0,0,6,7,0,0,0,11.1,0.6,2.02,Dropout
6454,1,1,1,3,0,1,1,3,1,3,10,1,0,0,1,1,0,26,0,0,6,6,6,11.83333333,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74,Enrolled
4463,2,15,1,4,1,14,1,22,27,5,8,0,0,0,1,1,0,37,0,0,6,17,1,12,0,0,6,23,2,10.5,1,16.2,0.3,-0.92,Dropout
9715,1,12,1,7,1,1,1,1,10,5,4,0,0,0,1,1,0,27,0,1,6,7,3,12,0,2,6,7,2,11,0,13.9,-0.3,0.79,Dropout
6273,1,1,1,15,1,1,1,23,1,6,8,1,0,0,1,1,1,18,0,0,6,7,6,12.71428571,0,0,6,8,5,11.83333333,0,13.9,-0.3,0.79,Graduate
4506,1,1,1,12,1,1,1,23,27,10,10,0,0,0,1,1,1,18,0,0,8,8,8,15.3,0,0,8,8,8,15.3,0,9.4,-0.8,-3.12,Graduate
7051,2,12,2,4,1,12,1,23,14,5,2,0,0,0,0,1,0,32,0,2,8,12,2,11.5,2,0,7,9,0,0,0,15.5,2.8,-4.06,Dropout
1959,1,15,1,7,1,14,1,3,14,4,5,0,0,0,1,1,0,20,0,0,5,12,1,13,0,0,5,8,3,12.6,0,12.4,0.5,1.79,Enrolled
3290,1,14,1,4,1,1,1,3,3,2,3,0,0,0,1,1,0,22,0,0,6,12,0,0,0,0,6,10,0,0,0,16.2,0.3,-0.92,Dropout
6242,4,12,1,12,1,1,1,1,14,4,4,0,0,0,1,0,0,32,0,0,7,0,0,0,0,0,8,0,0,0,0,12.4,0.5,1.79,Dropout
3892,1,1,1,9,1,1,1,1,27,10,10,1,0,0,1,0,0,21,0,0,5,8,4,11,0,0,5,8,5,12,0,7.6,2.6,0.32,Enrolled
4759,1,8,4,14,1,1,1,1,1,5,8,0,0,0,0,0,0,19,0,0,6,7,3,12.66666667,0,0,6,10,5,13.125,0,10.8,1.4,1.74,Dropout
9805,1,1,1,15,1,1,1,13,1,10,10,1,0,0,1,0,1,18,0,0,6,6,6,13.5,0,0,6,6,6,14,0,8.9,1.4,3.51,Graduate
1390,1,1,4,9,1,1,1,1,1,10,8,1,0,0,1,0,1,18,0,0,5,7,5,12,0,0,5,10,5,11.4,0,8.9,1.4,3.51,Graduate
3776,1,4,1,9,1,2,1,3,27,3,6,1,0,1,0,0,0,38,0,0,5,6,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,Dropout
6190,1,8,3,16,1,1,1,19,24,1,1,1,0,0,1,0,0,21,0,0,6,8,5,11.8,0,0,6,8,4,10.5,0,7.6,2.6,0.32,Dropout
6078,1,1,1,10,1,1,1,19,27,6,6,0,0,0,0,0,0,21,0,0,6,12,2,11.5,0,0,6,13,1,13,0,9.4,-0.8,-3.12,Dropout
4197,1,1,1,17,0,1,1,22,27,10,4,0,0,0,1,1,0,26,0,0,5,11,2,11.5,0,0,5,10,3,12,0,7.6,2.6,0.32,Enrolled
5841,1,1,4,12,1,1,1,13,28,10,4,1,0,0,1,0,0,19,0,0,7,7,6,14.61666667,0,0,7,7,6,14.61666667,0,7.6,2.6,0.32,Graduate
8952,1,1,6,12,1,1,1,13,27,10,10,1,0,0,1,0,1,19,0,0,8,8,7,14.06,0,0,8,8,7,14.06,0,10.8,1.4,1.74,Enrolled
3487,1,8,1,11,1,1,1,1,1,10,11,0,0,1,1,0,0,18,0,0,6,9,4,11,0,0,6,12,3,11.33333333,0,7.6,2.6,0.32,Dropout
5348,1,4,1,9,1,3,1,22,27,10,10,0,0,0,1,0,0,25,0,0,5,0,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,Dropout
2848,1,1,6,12,1,1,1,22,1,6,5,1,0,0,1,0,0,19,0,6,14,22,7,12.19230769,5,6,14,22,7,12.19230769,5,7.6,2.6,0.32,Graduate
3198,1,8,2,11,1,1,1,1,14,10,10,1,0,0,1,0,1,18,0,0,6,6,6,12.83333333,0,0,6,7,6,12.33333333,0,13.9,-0.3,0.79,Graduate
3958,1,8,1,9,1,1,1,22,27,10,8,0,0,0,1,0,1,19,0,0,5,8,5,12.875,0,0,5,6,5,11.83333333,0,13.9,-0.3,0.79,Graduate
2898,1,1,1,10,1,1,1,13,28,10,8,1,0,0,1,0,1,22,0,0,6,6,6,12.16666667,0,0,6,6,6,12.5,0,12.4,0.5,1.79,Graduate
9320,1,15,1,4,1,14,1,23,28,7,7,1,0,0,1,0,0,21,0,0,6,11,6,13.42857143,0,0,6,12,6,12.85714286,0,15.5,2.8,-4.06,Graduate
9993,1,8,1,6,1,1,1,13,27,10,10,1,0,0,1,0,1,21,0,0,6,6,6,14.5,0,0,6,8,6,14.66666667,0,8.9,1.4,3.51,Graduate
8849,1,1,1,16,1,1,1,23,28,4,8,0,0,0,1,0,1,20,0,0,7,7,7,12.14285714,0,0,7,7,7,12.85714286,0,11.1,0.6,2.02,Graduate
7838,2,1,1,9,1,1,1,13,27,10,10,0,0,0,1,0,0,19,0,0,5,6,4,11.25,0,0,5,10,3,11.71428571,0,10.8,1.4,1.74,Enrolled
2259,1,1,4,12,1,1,1,13,14,10,4,1,0,0,1,0,0,18,0,0,7,7,6,13.9,0,0,7,7,6,13.9,0,7.6,2.6,0.32,Graduate
5932,1,12,1,12,1,1,1,13,14,10,9,0,0,0,1,0,0,26,0,0,7,12,3,13.76666667,0,0,7,11,3,12.06666667,0,13.9,-0.3,0.79,Dropout
5075,1,10,1,9,1,2,1,19,24,1,1,1,0,0,1,0,0,31,0,13,15,17,13,11.61538462,0,11,14,14,11,12.54545455,0,7.6,2.6,0.32,Dropout
8769,1,8,1,10,1,1,1,22,28,10,9,1,0,0,1,0,1,18,0,0,6,6,6,15.16666667,0,0,6,7,6,14.14285714,0,11.1,0.6,2.02,Graduate
5903,4,4,1,9,1,3,1,13,1,6,6,0,0,0,1,0,0,35,0,0,5,5,0,0,0,0,5,5,0,0,0,11.1,0.6,2.02,Dropout
5945,1,1,1,6,1,1,1,22,27,10,10,1,0,0,1,0,0,19,0,0,5,10,2,14.5,1,0,5,9,3,11.33333333,0,12.7,3.7,-1.7,Enrolled
8676,1,1,1,10,1,1,1,13,28,8,8,0,0,0,1,0,1,19,0,0,6,9,5,10.8,0,0,6,8,6,10.71428571,0,15.5,2.8,-4.06,Graduate
8019,1,1,2,12,1,1,1,3,1,5,4,0,0,0,1,0,0,18,0,0,7,7,7,13.99571429,0,0,8,9,8,14.95555556,0,11.1,0.6,2.02,Graduate
5984,1,8,1,6,1,1,1,23,28,5,10,0,0,0,1,0,0,20,0,0,6,8,6,13.28571429,0,0,6,16,6,11.8,0,12.4,0.5,1.79,Graduate
6344,1,1,4,2,1,1,1,1,1,10,6,1,0,0,1,0,1,19,0,6,12,12,12,12.75,0,4,11,16,11,13.25,0,8.9,1.4,3.51,Graduate
1978,1,14,1,10,1,1,1,13,27,6,6,0,0,0,1,0,1,21,0,0,6,15,2,10.5,0,0,6,8,5,12.4,0,10.8,1.4,1.74,Enrolled
7961,1,8,1,16,1,1,1,23,28,10,10,0,0,1,1,0,1,18,0,0,7,7,7,12.71428571,0,0,7,7,7,12.28571429,0,16.2,0.3,-0.92,Graduate
2743,1,13,1,12,1,1,1,13,14,5,10,0,0,0,1,0,0,23,0,0,8,8,8,12.88625,0,0,8,8,8,12.88625,0,9.4,-0.8,-3.12,Graduate
8910,1,1,1,5,1,1,1,1,1,10,10,0,0,0,1,0,1,21,0,0,6,7,5,13,0,0,6,6,6,12.66666667,0,16.2,0.3,-0.92,Graduate
6660,1,1,1,9,1,1,1,22,28,10,10,0,0,0,1,0,1,19,0,0,5,7,5,12.2,0,0,5,6,5,11.2,0,11.1,0.6,2.02,Graduate
6241,1,1,2,9,1,1,1,23,14,4,8,1,0,0,1,0,0,19,0,0,5,8,4,12.8,0,0,5,10,3,14.5,0,10.8,1.4,1.74,Enrolled
3725,1,17,1,6,1,16,1,13,27,5,10,1,0,0,1,0,0,20,0,7,11,15,11,13.78571429,0,4,9,9,9,13.88888889,0,8.9,1.4,3.51,Graduate
9254,1,14,1,9,1,1,1,3,14,3,10,0,0,0,1,0,0,18,0,0,5,5,0,0,0,0,5,9,4,13.25,2,16.2,0.3,-0.92,Enrolled
4586,1,1,1,12,1,1,1,22,27,10,8,1,0,0,1,0,1,18,0,0,8,8,8,14.50125,0,0,8,8,8,14.50125,0,9.4,-0.8,-3.12,Graduate
9209,2,1,5,12,1,1,1,1,14,5,5,0,0,0,1,0,0,19,0,0,7,7,6,14.35,0,0,7,7,6,14.35,0,7.6,2.6,0.32,Graduate
8081,1,8,1,5,1,1,1,23,14,6,6,0,0,0,1,0,1,21,0,0,6,6,6,11.5,0,0,6,6,6,12.33333333,0,9.4,-0.8,-3.12,Graduate
1791,1,1,1,10,1,1,1,23,28,10,10,1,1,0,1,0,1,18,0,0,6,8,6,11.71428571,0,0,6,6,6,14.66666667,0,12.7,3.7,-1.7,Graduate
7613,1,1,1,14,1,1,1,22,14,8,8,0,0,0,1,0,0,20,0,0,6,9,6,13.57142857,0,0,6,10,5,13.6,0,15.5,2.8,-4.06,Enrolled
3006,1,1,1,15,1,1,1,13,28,10,6,0,0,0,1,0,0,18,0,0,6,6,5,13,0,0,6,6,6,13.66666667,0,12.7,3.7,-1.7,Graduate
1899,1,8,5,12,1,1,1,13,14,10,8,1,0,0,1,0,1,18,0,0,7,8,7,13.56875,0,0,8,8,8,14.02625,0,15.5,2.8,-4.06,Graduate
4746,2,14,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,32,0,1,5,5,5,10.2,0,0,5,9,4,11.25,0,9.4,-0.8,-3.12,Enrolled
2767,1,8,2,2,1,1,1,3,3,4,4,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
4048,1,7,3,16,1,1,1,13,27,10,10,1,0,0,1,0,0,19,0,0,6,8,5,12.2,0,0,6,8,5,11.8,0,10.8,1.4,1.74,Enrolled
8637,1,1,3,12,1,1,1,1,14,10,4,1,0,0,1,0,1,18,0,0,8,8,8,14.15375,0,0,8,8,8,14.15375,0,9.4,-0.8,-3.12,Graduate
3729,1,1,6,12,1,1,1,1,1,5,6,0,0,0,0,0,0,18,0,0,8,8,0,0,8,0,8,8,0,0,8,9.4,-0.8,-3.12,Dropout
7353,1,1,5,15,1,1,1,13,28,4,6,1,0,0,1,0,0,20,0,0,6,7,6,13.83333333,0,0,6,6,6,12.83333333,0,11.1,0.6,2.02,Graduate
7651,1,3,1,14,1,1,1,1,10,5,5,1,0,0,1,0,0,19,0,0,6,7,6,13.42857143,0,0,6,6,4,14,0,12.4,0.5,1.79,Enrolled
7473,1,8,4,12,1,1,1,23,27,10,6,1,0,0,1,0,0,19,0,0,8,8,7,12.45428571,0,0,8,8,7,12.45428571,0,10.8,1.4,1.74,Graduate
3800,1,8,1,9,1,1,1,23,28,8,6,0,0,0,1,0,0,18,0,0,5,9,1,11,1,0,5,10,0,0,0,9.4,-0.8,-3.12,Enrolled
9161,1,1,4,12,1,1,1,1,14,5,8,1,0,0,1,0,0,18,0,0,7,0,0,0,0,0,8,0,0,0,0,15.5,2.8,-4.06,Dropout
5770,1,8,3,12,1,1,1,1,14,8,9,1,0,0,1,0,1,18,0,0,7,8,6,13.27166667,0,0,8,11,7,12.94375,0,12.4,0.5,1.79,Graduate
2495,1,8,6,12,1,1,1,3,28,3,10,1,0,0,1,0,0,20,0,0,7,8,6,13.54833333,0,0,8,11,6,14.775,0,11.1,0.6,2.02,Enrolled
7228,1,1,1,15,1,1,1,3,3,3,6,0,0,0,1,0,0,19,0,0,6,6,6,12.16666667,0,0,6,6,6,12.5,0,16.2,0.3,-0.92,Enrolled
5911,1,1,1,11,1,1,1,23,14,4,4,0,0,0,1,0,0,21,0,0,6,16,2,11,0,0,6,12,0,0,0,12.7,3.7,-1.7,Dropout
6164,1,1,1,16,1,1,1,23,27,10,10,1,0,0,1,0,1,19,0,0,7,7,7,13.28571429,0,0,7,7,7,14.42857143,0,11.1,0.6,2.02,Graduate
1393,1,8,1,10,1,1,1,13,28,5,10,1,0,0,1,0,1,20,0,0,6,6,6,13.33333333,0,0,6,7,6,14,0,15.5,2.8,-4.06,Graduate
1412,1,1,1,12,1,1,1,1,1,10,5,0,0,0,1,0,1,21,0,0,8,8,8,13.2575,0,0,8,8,8,13.2575,0,9.4,-0.8,-3.12,Graduate
5363,1,15,1,6,1,14,1,22,28,10,7,1,0,0,1,0,0,23,0,0,6,7,0,0,0,0,6,7,0,0,0,11.1,0.6,2.02,Dropout
6206,1,8,1,10,1,1,1,1,28,6,9,0,0,0,0,0,1,18,0,0,6,10,6,12.66666667,0,0,6,6,2,11.5,0,12.7,3.7,-1.7,Dropout
4568,2,12,1,17,0,3,1,3,1,2,11,0,0,0,1,0,0,30,0,0,5,5,5,14.6,0,0,5,5,5,15.4,0,12.7,3.7,-1.7,Dropout
8363,1,1,1,6,1,1,1,7,14,5,2,1,0,0,1,0,0,20,0,0,5,13,0,0,5,0,5,5,0,0,5,9.4,-0.8,-3.12,Dropout
1781,2,14,2,9,1,1,1,22,27,10,10,0,0,0,0,0,0,29,0,3,5,7,3,12.33333333,0,0,5,8,0,0,0,10.8,1.4,1.74,Dropout
9773,1,9,1,9,1,1,1,23,28,6,6,1,0,0,1,0,0,24,0,0,5,5,5,10.8,0,0,5,11,2,11,0,10.8,1.4,1.74,Enrolled
2078,1,1,1,10,1,1,1,13,1,5,4,1,0,0,1,0,0,20,0,0,6,7,6,11.66666667,0,0,6,10,6,11.33333333,0,7.6,2.6,0.32,Graduate
5926,1,14,1,3,0,1,1,22,27,10,10,0,0,0,1,0,0,27,0,0,6,6,4,12.5,0,0,6,6,6,14.33333333,0,13.9,-0.3,0.79,Dropout
